permitnumber,year,permitvalidfrom,permitvalidto,loaddescription,state,origin,destination,authorizedhighways,route_location_origin,route_intersection_origin,route_intersection_origin_x_coords,route_intersection_origin_y_coords,route_intersection_1,route_intersection_1_x_coords,route_intersection_1_y_coords,route_intersection_2,route_intersection_2_x_coords,route_intersection_2_y_coords,route_intersection_3,route_intersection_3_x_coords,route_intersection_3_y_coords,route_intersection_4,route_intersection_4_x_coords,route_intersection_4_y_coords,route_intersection_5,route_intersection_5_x_coords,route_intersection_5_y_coords,route_intersection_6,route_intersection_6_x_coords,route_intersection_6_y_coords,route_intersection_7,route_intersection_7_x_coords,route_intersection_7_y_coords,route_intersection_8,route_intersection_8_x_coords,route_intersection_8_y_coords,route_intersection_9,route_intersection_9_x_coords,route_intersection_9_y_coords,route_intersection_10,route_intersection_10_x_coords,route_intersection_10_y_coords,route_intersection_11,route_intersection_11_x_coords,route_intersection_11_y_coords,route_intersection_12,route_intersection_12_x_coords,route_intersection_12_y_coords,route_intersection_13,route_intersection_13_x_coords,route_intersection_13_y_coords,route_intersection_14,route_intersection_14_x_coords,route_intersection_14_y_coords,route_intersection_15,route_intersection_15_x_coords,route_intersection_15_y_coords,route_intersection_16,route_intersection_16_x_coords,route_intersection_16_y_coords,route_intersection_17,route_intersection_17_x_coords,route_intersection_17_y_coords,route_intersection_18,route_intersection_18_x_coords,route_intersection_18_y_coords
e23-109493,2024,01/01/2024,01/07/2024,MEGA PACK BATTERY,California,Stockton,San Pedro,* from navy dr/stockton st - 004e - 005s - to mathews rd exit (mathews rd w/b off ramp exit number 467b) - detour via ramps - from mathews rd e/b on ramp - 005s - to templin highway exit (templin highway w/b off ramp exit number 183) - detour via ramps - from templin highway e/b on ramp - 005s - 210e - to gould ave exit (gould ave s/b off ramp exit number 21) ** from foothill blvd on ramp - 210e - 605s - 105w - 110s - to harry bridges blvd exit (harry bridges blvd e/b off ramp exit number 3a) *,"navy dr Stockton, California","navy dr Stockton, California and SR-4",-121.299920,37.936866,SR-4 AND I-5,-121.300591,37.948246,I-5 AND TEMPLIN HIGHWAY,-118.687859,34.569665,TEMPLIN HIGHWAY AND I-5,-118.687889,34.569674,I-5 AND SR-210,-118.4903133,34.3159777,SR-210 AND I-605,-117.957446,34.134298,I-105 AND I-605,-118.1048384,33.9139358,I-105 AND SR-110,-118.2807593,33.9286602,SR-110 AND HARRY BRIDGES BLVD,-118.2799627,33.7719055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-109494,2024,01/01/2024,01/07/2024,ENGIN,California,"Long Beach, Ca",Az Line 40,* from santa fe ave - 001s - 710n - 105e - 605n - 210e - 015n - 040e - to az line 40 exit *,"santa fe ave Long Beach, Ca, California","santa fe ave Long Beach, Ca, California and SR-1",-118.215468,33.7898422,SR-1 AND I-710,-118.2078449,33.7898405,I-105 AND I-710,-118.1801015,33.9128225,I-105 AND I-605,-118.1048384,33.9139358,SR-210 AND I-605,-117.957446,34.134298,I-15 AND SR-210,-117.495885,34.136374,I-15 AND I-40,-117.008954,34.886545,I-40 AND AZ LINE,-114.4878107,34.7171822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-109495,2024,01/01/2024,01/07/2024,MANUFACTURED HOUSING,California,Tulare,Napa,*kansas ave across 43* from kansas ave - 041n - 198w - to avenal exit (avenal cutoff n/b off ramp) - detour via ramps - from avenal cutoff s/b on ramp - 198w - 005n - 580w - 680n - 004w - 080e - 037w - 029n - 221n - 121n - to lincoln ave exit (lincoln ave/clark st) ** from lincoln ave w/b on ramp - 029n - to salvador ave exit (salvador ave) *,"kansas ave Tulare, California","kansas ave Tulare, California and SR-41",-119.8161211,36.2114873,SR-41 AND SR-198,-119.8080698,36.2820593,I-5 AND SR-198,-120.2439689,36.2543345,I-5 AND I-580,-121.340756,37.596558,I-580 AND I-680,-121.922687,37.700955,SR-4 AND I-680,-122.069861,37.994566,SR-4 AND I-80,-122.269362,38.015077,SR-37 AND I-80,-122.2168017,38.1454187,SR-29 AND SR-37,-122.2560807,38.1399243,SR-29 AND SR-221,-122.2694572,38.2417237,SR-121 AND SR-221,-122.274172,38.280542,,,,,,,,,,,,,,,,,,,,,,,,
e23-109504,2024,01/01/2024,01/07/2024,MANUFACTURED HOUSING,California,Tulare,Napa,*kansas ave across 43* from kansas ave - 041n - 198w - to avenal exit (avenal cutoff n/b off ramp) - detour via ramps - from avenal cutoff s/b on ramp - 198w - 005n - 580w - 680n - 004w - 080e - 037w - 029n - 221n - 121n - to lincoln ave exit (lincoln ave/clark st) ** from lincoln ave w/b on ramp - 029n - to salvador ave exit (salvador ave) *,"kansas ave Tulare, California","kansas ave Tulare, California and SR-41",-119.8161211,36.2114873,SR-41 AND SR-198,-119.8080698,36.2820593,I-5 AND SR-198,-120.2439689,36.2543345,I-5 AND I-580,-121.340756,37.596558,I-580 AND I-680,-121.922687,37.700955,SR-4 AND I-680,-122.069861,37.994566,SR-4 AND I-80,-122.269362,38.015077,SR-37 AND I-80,-122.2168017,38.1454187,SR-29 AND SR-37,-122.2560807,38.1399243,SR-29 AND SR-221,-122.2694572,38.2417237,SR-121 AND SR-221,-122.274172,38.280542,,,,,,,,,,,,,,,,,,,,,,,,
e23-109507,2024,01/01/2024,01/07/2024,CAT D8 DOZER W/ SLOPEBOARD,California,Rancho Mirage,Ontario,* from bob hope dr n/b on ramp - 010w - 060w - 215n - 060w - to mountain ave exit (mountain ave n/b off ramp) *,"bob hope dr Rancho Mirage, California","bob hope dr Rancho Mirage, California and I-10",-116.4091025,33.8200992,I-10 AND SR-60,-116.9884664,33.9323636,SR-60 AND I-215,-117.357307,33.993341,SR-60 AND I-215,-117.357307,33.993341,SR-60 AND MOUNTAIN AVE,-117.6676798,34.0302693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-109508,2024,01/01/2024,01/07/2024,2023 KENWORTH TRACTOR (DISABLED),California,Nv Line 80,Fontana,* from nv line 80 - 080w - 005s - 210e - 057s - 010e - to milliken ave exit (milliken ave s/b off ramp) *,"nv line Nv Line 80, California",I-80 and Nevada Line,-120.0029073,39.4681518,I-5 AND I-80,-121.5171204,38.6248864,I-5 AND SR-210,-118.4903133,34.3159777,SR-57 AND SR-210,-117.8243558,34.1205105,I-10 AND SR-57,-117.8065739,34.0651133,I-10 AND MILLIKEN AVE,-117.5582023,34.0674249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-109509,2024,01/01/2024,01/07/2024,CAT 352 EXCAVATOR W/ ATTACHMENT DETACHED AND RELOADED,California,Whittier,Riverside,* from rose hills rd w/b on ramp - 605n - 210e - 015s - 060e - 215s - to alessandro blvd exit (alessandro blvd w/b off ramp) *,"rose hills rd Whittier, California","rose hills rd Whittier, California and I-605",-118.0528075,34.0179587,SR-210 AND I-605,-117.957446,34.134298,I-15 AND SR-210,-117.495885,34.136374,I-15 AND SR-60,-117.550268,34.021768,SR-60 AND I-215,-117.357307,33.993341,I-215 AND ALESSANDRO BLVD,-117.2875326,33.916806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000153,2024,01/05/2024,01/11/2024,MOBILE OFFICE,California,Perris,Palm Desert,* from placentia ave w/b on ramp - 215n - 060e - 010e - to washington st exit (washington st s/b off ramp) *,"placentia ave Perris, California","placentia ave Perris, California and I-215",-117.2412497,33.8230715,SR-60 AND I-215,-117.357307,33.993341,I-10 AND SR-60,-116.9884664,33.9323636,I-10 AND WASHINGTON ST,-116.3013546,33.7604296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000002,2024,01/02/2024,01/08/2024,3 EMPTY PLASTIC TANKS E/E,California,Chowchilla,San Luis Obispo,* from ave 24 w/b on ramp - 099s - 041s - 033s - 046w - 101s - to los osos valley rd e/b off ramp exit # 200 *,"ave Chowchilla, California","ave Chowchilla, California and SR-99",,,SR-41 AND SR-99,-119.7847169,36.7176454,SR-33 AND SR-41,-120.046426,35.888904,SR-33 AND SR-46,-119.867596,35.615057,SR-46 AND US-101,-120.685089,35.642589,US-101 AND LOS OSOS VALLEY RD,-120.6822215,35.2446106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-109512,2024,01/01/2024,01/07/2024,MVAC NOZZLE,California,Vandenberg Space Force Base,Hawthorne,* from `a` st - 1s - 246e - 101s - to (bailard ave w/b off ramp exit number 85) - detour via ramps - from bailard ave e/b on ramp - 101s - 405s - 105e - to crenshaw blvd exit (120th st s/b off ramp exit number 5) *,"`a` Vandenberg Space Force Base, California","`a` Vandenberg Space Force Base, California and SR-1",,,SR-1 AND SR-246,-120.435929,34.641263,US-101 AND I-405,-118.469457,34.160374,I-105 AND I-405,-118.3683925,33.9299777,I-105 AND CRENSHAW BLVD,-118.3265143,33.9252139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000152,2024,01/05/2024,01/11/2024,MOBILE OFFICE,California,Perris,Palm Desert,* from placentia ave w/b on ramp - 215n - 060e - 010e - to washington st exit (washington st s/b off ramp) * ,"placentia ave Perris, California","placentia ave Perris, California and I-215",-117.2412497,33.8230715,SR-60 AND I-215,-117.357307,33.993341,I-10 AND SR-60,-116.9884664,33.9323636,I-10 AND WASHINGTON ST,-116.3013546,33.7604296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000003,2024,01/02/2024,01/08/2024,JD AR370 TRACTOR,California,Az Line,Imperial,* from az line 10 - 010w - to corn springs rd exit (corn springs rd n/b off ramp exit number 201) -detour via ramps- from corn springs rd s/b on  ramp - 010w - to rte 86 expwy/ coachella / dillon rd exit (dillon rd s/b off ramp exit number 146) ** from dillon rd w/b on ramp - 086s - to lydick loop exit (lydick loop) *,"az line Az Line, California",I-10 and Arizona Line,-114.5309445,33.6047557,I-10 AND SR-86,-116.1932279,33.7178667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000004,2024,01/02/2024,01/08/2024,KOMATSU WA500 WHEEL LOADER,California,Corona,Irwindale,* from magnolia ave w/b on ramp - 015n - 010w - 605n - to lower azusa rd exit (lower azusa rd e/b off ramp) *,"magnolia ave Corona, California","magnolia ave Corona, California and I-15",-117.5453449,33.8743324,I-10 AND I-15,-117.544920,34.067352,I-10 AND I-605,-118.0000932,34.0650647,I-605 AND LOWER AZUSA RD,-117.9917519,34.0918114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000005,2024,01/02/2024,01/08/2024,BP7 - WIRTGEN 2200 COLD PLANER (WCS# 1394862),California,Shadow Hills,North Hills,* from sunland blvd s/b on ramp - 210w - 118w - 405s - to nordhoff st exit (nordhoff st e/b off ramp exit number 69) *,"sunland blvd Shadow Hills, California","sunland blvd Shadow Hills, California and SR-210",-118.329878,34.2597419,SR-118 AND SR-210,-118.407578,34.288108,SR-118 AND I-405,-118.472172,34.266012,I-405 AND NORDHOFF ST,-118.4730631,34.2355349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000009,2024,01/02/2024,01/08/2024,490 XCMG,California,Burbank,Colton (2650 La Cadena),* from tujunga ave w/b on ramp - 170n - to victory blvd exit (victory blvd e/b off ramp exit number 8b) ** from roscoe blvd w/b on ramp - 170n - 005n - 118e - 210e - to gould ave exit (gould ave s/b off ramp exit number 21) ** from foothill blvd on ramp - 210e - 015s - 060e - to country village rd exit (mission blvd s/b off ramp) ** from rubidoux blvd n/b on ramp - 060e - to main st exit (main st(riverside) n/b off ramp exit number 52b) *columbia ave oc over 215*iowa ave oc over 215*,"tujunga ave Burbank, California","tujunga ave Burbank, California and SR-170",,,I-5 AND SR-170,-118.4101239,34.2330844,I-5 AND SR-118,-118.4435609,34.2667135,SR-118 AND SR-210,-118.407578,34.288108,I-15 AND SR-210,-117.495885,34.136374,I-15 AND SR-60,-117.550268,34.021768,SR-60 AND MAIN ST,-117.3647721,33.9964282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000007,2024,01/02/2024,01/08/2024,HITACHI  520 EXCAVATOR            HARTILLRACKLEYBP9,California,Watsonville,Sacramento,* from jensen rd - 001s - to nashua rd exit (nashua rd e/b off ramp exit number 414) ** from molera rd e/b on ramp - 001n - 156e - 101n - 680n - 580e - to hopyard rd exit (dougherty rd n/b off ramp) ** from hopyard rd n/b on ramp - 580w - 680n - 242n - 004w - 680n - 080e - 113n - 005n - to rte 113 north/yuba city exit (east st w/b off ramp exit number 538) ** from east st w/b on ramp - 005s - 080e - to watt ave exit (watt ave s/b off ramp exit number 94a) **watt ave oc over hwy 51/bus 80/cap city fwy**watt ave oc over hwy 50** watt ave across hwy 16*,"jensen rd Watsonville, California","jensen rd Watsonville, California and SR-1",-121.7711038,36.8538033,SR-1 AND SR-156,-121.7656141,36.7529187,US-101 AND SR-156,-121.580293,36.861684,US-101 AND I-680,-121.851952,37.339616,I-580 AND I-680,-121.922687,37.700955,I-580 AND I-680,-121.922687,37.700955,SR-242 AND I-680,-122.052482,37.958309,SR-4 AND SR-242,-122.0359094,38.0060299,SR-4 AND I-680,-122.069861,37.994566,I-80 AND I-680,-122.1379333,38.2163797,I-80 AND SR-113,-121.7702521,38.519704,I-5 AND SR-113,-121.751637,38.685321,I-5 AND SR-113,-121.751637,38.685321,I-5 AND SR-113,-121.751637,38.685321,I-5 AND I-80,-121.5171204,38.6248864,I-80 AND WATT AVE,-121.3831774,38.6451666,,,,,,,,,
e24-000006,2024,01/02/2024,01/08/2024,5 steel plates stacked,California,Or Line @ I-5,"2130 De La Cruz Blvd, Santa Clara, Ca 95050",* from or line 5 - 005s - 505s - 080w - 680s - 101n - to trimble rd exit (de la cruz blvd w/b off ramp exit number 391) *,"or line Or Line @ I-5, California",I-5 and Oregon Line,-122.6154688,42.0053774,I-5 AND I-505,-121.941668,38.849695,I-80 AND I-505,-121.9563057,38.370683,I-80 AND I-680,-122.1379333,38.2163797,US-101 AND I-680,-121.851952,37.339616,US-101 AND TRIMBLE RD,-121.9417814,37.3767666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-109428,2024,01/01/2024,01/07/2024,TEREX T34011 XL TRUCK CRANE #1394679,California,Malibu,Santa Monica,* from morning view rd - 001s - 010e - to 20th st exit (20th st n/b off ramp exit number 1b) *,"morning view rd Malibu, California","morning view rd Malibu, California and SR-1",,,SR-1 AND I-10,-118.490047,34.012645,I-10 AND SR-20,-118.4737098,34.0232409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000019,2024,01/02/2024,01/08/2024,NEW AIR RV #1394757,California,Arizona,Gilroy,* from az line 40 - 040w - 015s - 058w - 099n - 046w - 005n - 580w - 680s - 101s - to rte 152 west - leavesley rd exit (leavesley rd e/b off ramp exit number 357) *,"az line Arizona, California",I-10 and Arizona Line,-114.5309445,33.6047557,I-15 AND I-40,-117.008954,34.886545,I-15 AND SR-58,-117.076548,34.870725,SR-58 AND SR-99,-119.0395304,35.3526592,SR-46 AND SR-99,-119.2112125,35.6017319,I-5 AND SR-46,-119.6532836,35.6161199,I-5 AND I-580,-121.340756,37.596558,I-580 AND I-680,-121.922687,37.700955,US-101 AND I-680,-121.851952,37.339616,US-101 AND SR-152,-121.556507,37.003030,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000023,2024,01/02/2024,01/08/2024,UNLADEN #1394757,California,Gilroy,Arizona,* from leavesley rd w/b on ramp - 101s - 025s - 156e - 152e - 005s - 046e - 099s - 058e - 015n - 040e - to az line 40 exit *,"leavesley rd Gilroy, California","leavesley rd Gilroy, California and US-101",-121.5666727,37.0223884,SR-25 AND US-101,-121.5510535,36.9611334,SR-25 AND SR-156,-121.4272778,36.8954298,SR-152 AND SR-156,-121.383513,36.968183,I-5 AND SR-152,-120.9698301,37.0566575,I-5 AND SR-46,-119.6532836,35.6161199,SR-46 AND SR-99,-119.2112125,35.6017319,SR-58 AND SR-99,-119.0395304,35.3526592,I-15 AND SR-58,-117.076548,34.870725,I-15 AND I-40,-117.008954,34.886545,I-40 AND AZ LINE,-114.4878107,34.7171822,,,,,,,,,,,,,,,,,,,,,,,,
e23-109434,2024,01/01/2024,01/07/2024,(48) TEREX T34011 XL TRUCK CRANE #1394679,California,Santa Monica,Malibu,* from 20th st s/b on ramp (santa monica) - 10w - 1n to morning view rd exit  *,"20th st Santa Monica, California","20th st Santa Monica, California and I-10",-118.4737752,34.0233192,SR-1 AND I-10,-118.490253,34.012590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000012,2024,01/02/2024,01/08/2024,VOLVO EC380EL EXCAVATOR W/ATTACHMENTS,California,San Diego,Ramona,* from roselle st w/b on ramp - 005s - to la jolla village dr w/b off ramp exit # 28 * from nobel dr e/b on ramp - 005s - 052e - 067n - 078e - to magnolia ave *,"roselle st San Diego, California","roselle st San Diego, California and I-5",-117.2243447,32.9012072,I-5 AND SR-52,-117.2347813,32.8376004,SR-52 AND SR-67,-116.962491,32.8322913,SR-67 AND SR-78,-116.868608,33.042068,SR-78 AND MAGNOLIA AVE,-116.844850,33.051129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000010,2024,01/02/2024,01/08/2024,AIR HANDLER UNIT,California,Riverside,Pleasanton,* from rubidoux blvd n/b on ramp - 060w - 015n - 210w - 005n - 580w - to santa rita rd exit (santa rita rd s/b off ramp exit number 47) *,"rubidoux blvd Riverside, California","rubidoux blvd Riverside, California and SR-60",-117.4003438,34.0045799,I-15 AND SR-60,-117.550268,34.021768,I-15 AND SR-210,-117.495885,34.136374,I-5 AND SR-210,-118.4903133,34.3159777,I-5 AND I-580,-121.340756,37.596558,I-580 AND SANTA RITA RD,-121.8717391,37.7011745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-109449,2024,01/01/2024,01/07/2024,GRINDING MACHINE (WCS#1394694),California,Wilmington,Pomona,* from o st w/b on ramp - 001s - 022e (7th st) - 605n - 060e - to reservoir st n/b off ramp exit # 30 *,"o st Wilmington, California","o st Wilmington, California and SR-1",-118.2380996,33.7914528,SR-1 AND SR-22,-118.122776,33.775379,SR-22 AND I-605,-118.0912555,33.7847504,SR-60 AND I-605,-118.0272198,34.0339903,SR-60 AND RESERVOIR ST,-117.7314779,34.0249858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-109467,2024,01/01/2024,01/07/2024,3 AX CONCRETE PUMP TRUCK  (WCS ) 1394332,California,Oregon,El Centro,* from or line 5 - 5s - 505s - 80w - 680s - 580e - 5s - to templin hwy w/b off ramp exit 183 -detour via ramps- from templin hwy e/b on ramp - 5s - 210e - 215s - 10e - 86s - 78e - 111s - to evan hewes hwy (co rd s-80) *,"or line Oregon, California",I-5 and Oregon Line,-122.6154688,42.0053774,I-5 AND I-505,-121.941668,38.849695,I-80 AND I-505,-121.9563057,38.370683,I-80 AND I-680,-122.1379333,38.2163797,I-580 AND I-680,-121.922687,37.700955,I-5 AND I-580,-121.340756,37.596558,TEMPLIN HWY AND I-5,-118.687866,34.569667,I-5 AND SR-210,-118.4903133,34.3159777,SR-210 AND I-215,-117.319360,34.144444,I-10 AND I-215,-117.2964956,34.0641924,I-10 AND SR-86,-116.1932279,33.7178667,SR-78 AND SR-86,-115.855248,33.125824,SR-78 AND SR-111,-115.501324,32.978586,EVAN HEWES HWY AND I-80,-115.9942003,32.7342349,,,,,,,,,,,,,,,
e24-000016,2024,01/02/2024,01/08/2024,OFFICE TRAILER,California,Bakersfield,Lamoore,* from mt vernon ave s/b on ramp - 058w - 099n - 198w - 041n - to hanford-armona rd exit (hanford-armona rd) *,"mt vernon ave Bakersfield, California","mt vernon ave Bakersfield, California and SR-58",-118.9675336,35.3530071,SR-58 AND SR-99,-119.0395304,35.3526592,SR-99 AND SR-198,-119.407849,36.327400,SR-41 AND SR-198,-119.8080698,36.2820593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000020,2024,01/02/2024,01/08/2024,Rock Crusher,California,Port Huneme,Rialto,* from east vineyard ave - 232n - 118w - 126e - 005s - 210e - to gould ave exit (gould ave s/b off ramp exit number 21) ** from foothill blvd on ramp - 210e - to rosemead blvd / rte 19 south exit (frontage rd s/b off ramp exit number 30a) ** from colorado blvd n/b on ramp - 210e - to alder ave exit (alder ave n/b off ramp exit number 68) *,"east vineyard ave Port Huneme, California","east vineyard ave Port Huneme, California and SR-232",-119.1640585,34.2441011,SR-118 AND SR-232,-119.135299,34.274015,SR-118 AND SR-126,-119.156358,34.289602,I-5 AND SR-126,-118.6055142,34.4431988,I-5 AND SR-210,-118.4903133,34.3159777,SR-210 AND ALDER AVE,-117.4185032,34.1363917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000025,2024,01/02/2024,01/08/2024,TEREX 694 SCREEN ROCK CRUSHER  (WCS 1394893),California,Santa Paula,Nv Line 15,* from hallock dr/telegraph rd - 126e - 5s - 14n - 58e - 15n - to nv line 15 exit *,"hallock dr Santa Paula, California","hallock dr Santa Paula, California and SR-126",-119.0414922,34.3601798,I-5 AND SR-126,-118.6055142,34.4431988,I-5 AND SR-14,-118.507427,34.3326266,SR-14 AND SR-58,-118.1721488,35.0477644,I-15 AND SR-58,-117.076548,34.870725,I-15 AND NV LINE,-115.392266,35.6048034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000128,2024,01/05/2024,01/11/2024,FUSELAGE SECTION,California,El Segundo,Arizona State Line,* from imperial hwy n/b on ramp - 105e - 605n - 010e - to corn springs rd exit (corn springs rd s/b off ramp exit number 201) - detour via ramps - from corn springs rd n/b on ramp - 010e - to az line 10 exit *,"imperial hwy El Segundo, California","SR-99 El Segundo, California and I-105",,,I-105 AND I-605,-118.1048384,33.9139358,I-10 AND I-605,-118.0000932,34.0650647,I-10 AND AZ LINE,-114.5311155,33.6047178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000024,2024,01/02/2024,01/08/2024,MANUFACTURED HOME,California,Woodland,Santa Rosa,* from covell blvd w/b on ramp - 113s - 080w - 012w - 029s - 037w - 101n - to santa rosa ave exit (santa rosa ave e/b off ramp) *,"covell blvd Woodland, California","covell blvd Woodland, California and SR-113",-121.7678071,38.5608649,I-80 AND SR-113,-121.7702521,38.519704,SR-12 AND I-80,-122.093220,38.239532,SR-12 AND SR-29,-122.257872,38.223187,SR-29 AND SR-37,-122.2560807,38.1399243,SR-37 AND US-101,-122.5459499,38.0798641,US-101 AND SANTA ROSA AVE,-122.7135471,38.421183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000033,2024,01/02/2024,01/08/2024,Cat 558 Shovel,California,Hwy 89 @ Humbolt Rd,Hwy 70 @ Quincy Junction,* from humbolt rd - 089s - 070e - to quincy jct rd exit (quincy jct rd) *,"humbolt rd Hwy 89 @ Humbolt Rd, California","humbolt rd Hwy 89 @ Humbolt Rd, California and SR-89",,,SR-70 AND SR-89,-120.983914,40.038765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000029,2024,01/02/2024,01/08/2024,MANUFACTURED HOME,California,Woodland,Santa Rosa,* from covell blvd w/b on ramp - 113s - 080w - 012w - 029s - 037w - 101n - to santa rosa ave exit (santa rosa ave e/b off ramp) *,"covell blvd Woodland, California","covell blvd Woodland, California and SR-113",-121.7678071,38.5608649,I-80 AND SR-113,-121.7702521,38.519704,SR-12 AND I-80,-122.093220,38.239532,SR-12 AND SR-29,-122.257872,38.223187,SR-29 AND SR-37,-122.2560807,38.1399243,SR-37 AND US-101,-122.5459499,38.0798641,US-101 AND SANTA ROSA AVE,-122.7135471,38.421183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-109471,2024,01/01/2024,01/07/2024,TM22 Drill Rig,California,Rancho Cucamonga,Fontana,* from day creek blvd n/b on ramp - 210e - 015s - 010e - to cherry ave exit (cherry ave s/b off ramp) *,"day creek blvd Rancho Cucamonga, California","day creek blvd Rancho Cucamonga, California and SR-210",-117.5367542,34.1364661,I-15 AND SR-210,-117.495885,34.136374,I-10 AND I-15,-117.544920,34.067352,I-10 AND CHERRY AVE,-117.4889461,34.0660911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-109472,2024,01/01/2024,01/07/2024,TM22 Drill Rig,California,Fontana,Banning,* from cherry ave n/b on ramp - 010w - 015n - 210e - to citrus ave exit (citrus ave s/b off ramp) *,"cherry ave Fontana, California","cherry ave Fontana, California and I-10",-117.4889708,34.0658013,I-10 AND I-15,-117.544920,34.067352,I-15 AND SR-210,-117.495885,34.136374,SR-210 AND CITRUS AVE,-117.4535848,34.1363862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000156,2024,01/04/2024,01/10/2024,VOLVO 380 EXCAVATOR,California,Gardena,Los Angeles City,* from el segundo blvd e/b on ramp - 110n - to slauson ave exit (slauson ave e/b off ramp exit number 18b) *,"el segundo blvd Gardena, California","el segundo blvd Gardena, California and SR-110",-118.2858589,33.9164193,SR-110 AND SLAUSON AVE,-118.2804865,33.9891766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
