permitnumber,year,permitvalidfrom,permitvalidto,loaddescription,state,origin,destination,authorizedhighways,route_location_origin,route_intersection_0,route_intersection_1,route_intersection_2,route_intersection_3,route_intersection_4,route_intersection_5,route_intersection_6,route_intersection_7,route_intersection_8,route_intersection_9,route_intersection_10,route_intersection_11,route_intersection_12,route_intersection_13,route_intersection_14,route_intersection_15,route_intersection_16,route_intersection_17,route_intersection_18,route_intersection_19,route_intersection_20,route_intersection_21,route_intersection_22,route_intersection_23,route_intersection_destination
e23-109306,2024,01/01/2024,01/07/2024,CAT GENSET ENCLOSURE,California,Lakeside,National City,* from vigilante rd - 067s - 052w - 125s - 054w - 005n - to plaza blvd exit (plaza blvd e/b off ramp exit number 11b) * from 8th st w/b on ramp - 005s - to bay marina wy exit (bay marina wy w/b off ramp exit number 10) *,"vigilante rd Lakeside, California",vigilante rd and SR-67,SR-67 and SR-52,SR-52 and SR-125,SR-125 and SR-54,SR-54 and I-5,I-5 and plaza blvd  (plaza blvd e/b off ramp  number 11b) * from 8th st w/b on ramp,plaza blvd  (plaza blvd e/b off ramp  number 11b) * from 8th st w/b on ramp and I-5,I-5 and bay marina wy  (bay marina wy w/b off ramp  number 10),,,,,,,,,,,,,,,,,I-5 and bay marina wy National City
e23-109313,2024,01/01/2024,01/07/2024,MANUFACTURED HOUSING SER# 1795,California,San Jacinto,Indio,* from sanderson ave @ ramona expwy - 079n - 010e - to chiriaco summit n/b off ramp exit # 173 *,"sanderson ave San Jacinto, California",sanderson ave and SR-79,SR-79 and I-10,I-10 and chiriaco summit n/b off ramp  # 173,,,,,,,,,,,,,,,,,,,,,,I-10 and chiriaco summit nb
e23-109336,2024,01/01/2024,01/07/2024,CAT D-10 DOZER,California,Nevada - 395 (North Jct),Soda Springs,* from nv line 395(north) - 395n - 070w - to co rd a24 * from dyson ln - 049s - 089s - 080w - to soda springs/norden exit (donner pass rd s/b off ramp exit 174) *,"nv line Nevada - 395 (North Jct), California",nv line and US-395,US-395 and SR-70,SR-70 and co rd a24 * from dyson ln,co rd a24 * from dyson ln and SR-49,SR-49 and SR-89,SR-89 and I-80,I-80 and soda springs/norden  (donner pass rd s/b off ramp  174),,,,,,,,,,,,,,,,,,I-80 and soda springsnorden Soda Springs
e23-109315,2024,01/01/2024,01/07/2024,WOOD TRUSSES (50) STACKED & E/E,California,Pollock Pines,South Lake Tahoe,* from ice house rd - 050e - to 3rd st exit (3rd st) *,"ice house rd Pollock Pines, California",ice house rd and US-50,US-50 and SR-3,,,,,,,,,,,,,,,,,,,,,,,US-50 and SR-3 South Lake Tahoe
e23-109326,2024,01/01/2024,01/07/2024,UNLADEN BOAT TRAILER,California,Long Beach,Oregon Line/5,* from santa fe ave - 001n - 110n - 405n - 005n - to or line 5 exit *,"santa fe ave Long Beach, California",santa fe ave and SR-1,SR-1 and SR-110,SR-110 and I-405,I-405 and I-5,I-5 and or line 5,,,,,,,,,,,,,,,,,,,,I-5 and or line 5 Oregon Line5
e23-109316,2024,01/01/2024,01/07/2024,WOOD TRUSSES (50) STACKED & E/E,California,Pollock Pines,South Lake Tahoe,* from ice house rd - 050e - to 3rd st exit (3rd st) *,"ice house rd Pollock Pines, California",ice house rd and US-50,US-50 and SR-3,,,,,,,,,,,,,,,,,,,,,,,US-50 and SR-3 South Lake Tahoe
e23-109250,2024,01/01/2024,01/07/2024,TEREX IMPACT SCREEN PLANT,California,Nevada  State Line,Fontana,* from nv line 95 - 095s - 040w - to goffs rd s/b off ramp * from national trails hwy n/b on ramp - 040w - 015s - 215s - to orange show rd exit (auto plaza dr w/b off ramp exit 41) * from mt vernon ave s/b on ramp - 010w - to cherry ave exit (cherry ave n/b off ramp) *,"nv line Nevada  State Line, California",nv line and US-95,US-95 and I-40,I-40 and goffs rd s/b off ramp * from national trails hwy n/b on ramp,goffs rd s/b off ramp * from national trails hwy n/b on ramp and I-40,I-40 and I-15,I-15 and I-215,I-215 and orange show rd  (auto plaza dr w/b off ramp  41) * from mt vernon ave s/b on ramp,orange show rd  (auto plaza dr w/b off ramp  41) * from mt vernon ave s/b on ramp and I-10,I-10 and cherry ave  (cherry ave n/b off ramp),,,,,,,,,,,,,,,,I-10 and cherry ave Fontana
e23-109320,2024,01/01/2024,01/07/2024,EMPTY FIBERGLASS TANK,California,Bakersfield,Duarte,* merle haggard dr across 65 * 7th standard rd over 99 * 7th standard rd across 43 * from 7th standard rd w/b on ramp - 5s to templin highway w/b off ramp #183 -detour via ramps- from templin highway e/b on ramp - 5s to rte 126 west/ventura exit (newhall ranch rd e/b off ramp) * from golden valley rd e/b on ramp - 14s - 5s - 210e to buena vista st exit (evergreen st s/b off ramp exit # 35b) *,"7th standard rd Bakersfield, California",7th standard rd and I-5,I-5 and detour via ramps,detour via ramps and templin highway e/b on ramp,templin highway e/b on ramp and I-5,I-5 and SR-14,SR-14 and I-5,I-5 and SR-210,,,,,,,,,,,,,,,,,,I-5 and SR-210 Duarte
e23-109319,2024,01/01/2024,01/07/2024,EMPTY FIBERGLASS TANK,California,Bakersfield,Duarte,* merle haggard dr across 65 * 7th standard rd over 99 * 7th standard rd across 43 * from 7th standard rd w/b on ramp - 5s to templin highway w/b off ramp #183 -detour via ramps- from templin highway e/b on ramp - 5s to rte 126 west/ventura exit (newhall ranch rd e/b off ramp) * from golden valley rd e/b on ramp - 14s - 5s - 210e to buena vista st exit (evergreen st s/b off ramp exit # 35b) *,"7th standard rd Bakersfield, California",7th standard rd and I-5,I-5 and detour via ramps,detour via ramps and templin highway e/b on ramp,templin highway e/b on ramp and I-5,I-5 and SR-14,SR-14 and I-5,I-5 and SR-210,,,,,,,,,,,,,,,,,,I-5 and SR-210 Duarte
e23-109328,2024,01/01/2024,01/07/2024,MANUFACTURED HOUSING SN 41671,California,San Marcos,El Cajon,* from san marcos blvd n/b on ramp - 078e - 015s - 052e - 125s - 008e - to 2nd st exit (2nd st s/b off ramp) *,"san marcos blvd San Marcos, California",san marcos blvd and SR-78,SR-78 and I-15,I-15 and SR-52,SR-52 and SR-125,SR-125 and I-8,I-8 and SR-2,,,,,,,,,,,,,,,,,,,I-8 and SR-2 El Cajon
e23-109335,2024,01/01/2024,01/07/2024,CAT D-10 DOZER,California,Escondido,Riverside,* from via rancho pkwy w/b on ramp - 015n - to el norte parkway e/b off ramp * from mountain meadow rd w/b on ramp - 015n - 215n - to van buren blvd w/b off ramp *,"via rancho pkwy Escondido, California",via rancho pkwy and I-15,I-15 and el norte parkway e/b off ramp * from mountain meadow rd w/b on ramp,el norte parkway e/b off ramp * from mountain meadow rd w/b on ramp and I-15,I-15 and I-215,I-215 and van buren blvd w/b off ramp,,,,,,,,,,,,,,,,,,,,I-215 and van buren blvd wb
e23-109332,2024,01/01/2024,01/07/2024,Aluminum Sheets - 18 pieces - Stacked,California,"10606 Commerce Way, Fontana Ca 92337","268 E Gardena Blvd., Gardena Ca 90247",* from etiwanda ave n/b on ramp - 010w - 605s - 091w - to main st exit (main st (carson) n/b off ramp exit number 7a) *,"etiwanda ave 10606 Commerce Way, Fontana Ca 92337, California",etiwanda ave and I-10,I-10 and I-605,I-605 and SR-91,SR-91 and main st  (main st (carson) n/b off ramp  number 7a),,,,,,,,,,,,,,,,,,,,,SR-91 and main st nb
e23-109337,2024,01/01/2024,01/07/2024,MACHINING CENTER,California,Long Beach,Az Line,* from harbor scenic dr on ramp - 710n - 105e - 605n - 210e - 015n - 040e - to az line 40 exit *,"harbor scenic dr Long Beach, California",harbor scenic dr and I-710,I-710 and I-105,I-105 and I-605,I-605 and SR-210,SR-210 and I-15,I-15 and I-40,I-40 and az line 40,,,,,,,,,,,,,,,,,,I-40 and az line 40 Az Line
e23-109342,2024,01/01/2024,01/07/2024,PUMP HOUSE,California,Az Line 8,Santa Clarita,* from az line 8 - 8w - 111n - 78w - 86n - 10w - 215n - 210w - 5n - to newhall ranch rd e/b off ramp # 172 *,"az line Az Line 8, California",az line and I-8,I-8 and SR-111,SR-111 and SR-78,SR-78 and SR-86,SR-86 and I-10,I-10 and I-215,I-215 and SR-210,SR-210 and I-5,I-5 and newhall ranch rd e/b off ramp # 172,,,,,,,,,,,,,,,,I-5 and newhall ranch rd eb
e23-109343,2024,01/01/2024,01/07/2024,UNLADEN,California,Santa Clarita,Az Line 40,* from newhall ranch rd - 126w - 5s - 14n - 58e - 15n - 40e - to az line 40 *,"newhall ranch rd Santa Clarita, California",newhall ranch rd and SR-126,SR-126 and I-5,I-5 and SR-14,SR-14 and SR-58,SR-58 and I-15,I-15 and I-40,I-40 and az line 40,,,,,,,,,,,,,,,,,,I-40 and az line 40 Az Line 40
